genre_id,movie_id
10001,1
10002,2
10001,2
10003,3
10002,3
10001,3
10002,4
10001,4
10002,5
10001,5
10003,6
10004,6
10001,6
10002,7
10001,7
10005,8
10001,8
10006,8
10003,9
10004,9
10007,9
10001,10
10003,11
10004,11
10001,11
10001,12
10008,12
10009,13
10003,14
10004,14
10001,14
10003,15
10007,15
10005,16
10002,16
10001,16
10003,17
10004,17
10010,17
10001,18
10005,19
10001,19
10006,19
10011,20
10001,20
10012,20
